,County_State
1908,"Alpena County, Michigan"
1909,"Alpena County, Michigan"
1910,"Arenac County, Michigan"
1911,"Baraga County, Michigan"
1912,"Baraga County, Michigan"
1913,"Baraga County, Michigan"
1914,"Barry County, Michigan"
1916,"Benzie County, Michigan"
1917,"Benzie County, Michigan"
1918,"Benzie County, Michigan"
1919,"Benzie County, Michigan"
1920,"Benzie County, Michigan"
1921,"Berrien County, Michigan"
1922,"Berrien County, Michigan"
1923,"Berrien County, Michigan"
1924,"Calhoun County, Michigan"
1925,"Calhoun County, Michigan"
1926,"Cass County, Michigan"
1927,"Cass County, Michigan"
1928,"Charlevoix County, Michigan"
1929,"Cheboygan County, Michigan"
1930,"Cheboygan County, Michigan"
1931,"Cheboygan County, Michigan"
1932,"Cheboygan County, Michigan"
1933,"Chippewa County, Michigan"
1934,"Chippewa County, Michigan"
1935,"Crawford County, Michigan"
1936,"Crawford County, Michigan"
1937,"Delta County, Michigan"
1938,"Delta County, Michigan"
1939,"Delta County, Michigan"
1940,"Delta County, Michigan"
1941,"Delta County, Michigan"
1942,"Delta County, Michigan"
1943,"Delta County, Michigan"
1944,"Delta County, Michigan"
1945,"Dickinson County, Michigan"
1947,"Dickinson County, Michigan"
1949,"Gladwin County, Michigan"
1950,"Gladwin County, Michigan"
1951,"Gladwin County, Michigan"
1952,"Gogebic County, Michigan"
1953,"Gogebic County, Michigan"
1954,"Grand Traverse County, Michigan"
1955,"Grand Traverse County, Michigan"
1956,"Grand Traverse County, Michigan"
1957,"Grand Traverse County, Michigan"
1958,"Grand Traverse County, Michigan"
1959,"Grand Traverse County, Michigan"
1960,"Gratiot County, Michigan"
1961,"Hillsdale County, Michigan"
1962,"Hillsdale County, Michigan"
1963,"Hillsdale County, Michigan"
1964,"Hillsdale County, Michigan"
1965,"Huron County, Michigan"
1967,"Ionia County, Michigan"
1968,"Iosco County, Michigan"
1969,"Iosco County, Michigan"
1970,"Iosco County, Michigan"
1971,"Iosco County, Michigan"
1972,"Iron County, Michigan"
1973,"Iron County, Michigan"
1974,"Isabella County, Michigan"
1975,"Isabella County, Michigan"
1976,"Isabella County, Michigan"
1977,"Isabella County, Michigan"
1978,"Jackson County, Michigan"
1979,"Jackson County, Michigan"
1980,"Jackson County, Michigan"
1981,"Kalamazoo County, Michigan"
1982,"Kalamazoo County, Michigan"
1983,"Kalamazoo County, Michigan"
1984,"Kalkaska County, Michigan"
1985,"Kalkaska County, Michigan"
1986,"Kalkaska County, Michigan"
1987,"Kalkaska County, Michigan"
1988,"Kent County, Michigan"
1989,"Kent County, Michigan"
1990,"Kent County, Michigan"
1991,"Kent County, Michigan"
1992,"Keweenaw County, Michigan"
1993,"Lake County, Michigan"
1994,"Leelanau County, Michigan"
1995,"Leelanau County, Michigan"
1996,"Lenawee County, Michigan"
1997,"Lenawee County, Michigan"
1998,"Lenawee County, Michigan"
1999,"Lenawee County, Michigan"
2000,"Livingston County, Michigan"
2001,"Livingston County, Michigan"
2002,"Livingston County, Michigan"
2003,"Luce County, Michigan"
2004,"Luce County, Michigan"
2005,"Luce County, Michigan"
2006,"Mackinac County, Michigan"
2007,"Manistee County, Michigan"
2008,"Manistee County, Michigan"
2009,"Manistee County, Michigan"
2010,"Manistee County, Michigan"
2011,"Manistee County, Michigan"
2012,"Manistee County, Michigan"
2013,"Manistee County, Michigan"
2014,"Marquette County, Michigan"
2015,"Marquette County, Michigan"
2016,"Marquette County, Michigan"
2017,"Marquette County, Michigan"
2018,"Marquette County, Michigan"
2019,"Marquette County, Michigan"
2020,"Marquette County, Michigan"
2021,"Marquette County, Michigan"
2022,"Mason County, Michigan"
2023,"Mason County, Michigan"
2025,"Mecosta County, Michigan"
2026,"Mecosta County, Michigan"
2027,"Menominee County, Michigan"
2028,"Menominee County, Michigan"
2029,"Midland County, Michigan"
2030,"Midland County, Michigan"
2032,"Midland County, Michigan"
2033,"Missaukee County, Michigan"
2034,"Monroe County, Michigan"
2035,"Monroe County, Michigan"
2037,"Monroe County, Michigan"
2038,"Montcalm County, Michigan"
2039,"Montcalm County, Michigan"
2040,"Montcalm County, Michigan"
2041,"Montcalm County, Michigan"
2042,"Montmorency County, Michigan"
2043,"Montmorency County, Michigan"
2044,"Montmorency County, Michigan"
2045,"Montmorency County, Michigan"
2046,"Muskegon County, Michigan"
2047,"Muskegon County, Michigan"
2048,"Oceana County, Michigan"
2049,"Oceana County, Michigan"
2050,"Oceana County, Michigan"
2051,"Ogemaw County, Michigan"
2052,"Ogemaw County, Michigan"
2053,"Ogemaw County, Michigan"
2054,"Ogemaw County, Michigan"
2055,"Ogemaw County, Michigan"
2056,"Ogemaw County, Michigan"
2057,"Ontonagon County, Michigan"
2058,"Osceola County, Michigan"
2059,"Osceola County, Michigan"
2061,"Oscoda County, Michigan"
2062,"Oscoda County, Michigan"
2063,"Oscoda County, Michigan"
2064,"Oscoda County, Michigan"
2065,"Oscoda County, Michigan"
2066,"Oscoda County, Michigan"
2067,"Oscoda County, Michigan"
2068,"Oscoda County, Michigan"
2069,"Otsego County, Michigan"
2070,"Ottawa County, Michigan"
2071,"Ottawa County, Michigan"
2072,"Presque Isle County, Michigan"
2073,"Presque Isle County, Michigan"
2074,"Roscommon County, Michigan"
2075,"Roscommon County, Michigan"
2076,"Roscommon County, Michigan"
2077,"Roscommon County, Michigan"
2078,"Roscommon County, Michigan"
2079,"Roscommon County, Michigan"
2080,"Sanilac County, Michigan"
2081,"Schoolcraft County, Michigan"
2082,"Schoolcraft County, Michigan"
2083,"Schoolcraft County, Michigan"
2084,"Schoolcraft County, Michigan"
2085,"Schoolcraft County, Michigan"
2086,"Schoolcraft County, Michigan"
2087,"Schoolcraft County, Michigan"
2088,"Schoolcraft County, Michigan"
2089,"St. Clair County, Michigan"
2090,"St. Clair County, Michigan"
2091,"Tuscola County, Michigan"
2092,"Tuscola County, Michigan"
2093,"Washtenaw County, Michigan"
2094,"Washtenaw County, Michigan"
2095,"Washtenaw County, Michigan"
2096,"Washtenaw County, Michigan"
2097,"Washtenaw County, Michigan"
2098,"Washtenaw County, Michigan"
2099,"Washtenaw County, Michigan"
2100,"Wayne County, Michigan"
2101,"Wexford County, Michigan"
2102,"Wexford County, Michigan"
2103,"Wexford County, Michigan"
2104,"Wexford County, Michigan"
2105,"Anoka County, Minnesota"
2106,"Anoka County, Minnesota"
2107,"Beltrami County, Minnesota"
2108,"Beltrami County, Minnesota"
2109,"Beltrami County, Minnesota"
2110,"Beltrami County, Minnesota"
2111,"Beltrami County, Minnesota"
2112,"Beltrami County, Minnesota"
2113,"Beltrami County, Minnesota"
2114,"Beltrami County, Minnesota"
2115,"Beltrami County, Minnesota"
2116,"Carlton County, Minnesota"
2117,"Carlton County, Minnesota"
2118,"Carlton County, Minnesota"
2119,"Cass County, Minnesota"
2120,"Cass County, Minnesota"
2121,"Cass County, Minnesota"
2122,"Chisago County, Minnesota"
2123,"Clay County, Minnesota"
2124,"Cook County, Minnesota"
2125,"Cook County, Minnesota"
2126,"Crow Wing County, Minnesota"
2127,"Fillmore County, Minnesota"
2128,"Fillmore County, Minnesota"
2129,"Houston County, Minnesota"
2130,"Hubbard County, Minnesota"
2131,"Itasca County, Minnesota"
2132,"Itasca County, Minnesota"
2133,"Itasca County, Minnesota"
2134,"Itasca County, Minnesota"
2135,"Itasca County, Minnesota"
2136,"Itasca County, Minnesota"
2137,"Itasca County, Minnesota"
2139,"Itasca County, Minnesota"
2140,"Koochiching County, Minnesota"
2141,"Lake County, Minnesota"
2142,"Lake County, Minnesota"
2143,"Lake County, Minnesota"
2144,"Lake Of The Woods County, Minnesota"
2145,"Marshall County, Minnesota"
2146,"Pine County, Minnesota"
2147,"Pine County, Minnesota"
2148,"Pine County, Minnesota"
2149,"Pine County, Minnesota"
2150,"Roseau County, Minnesota"
2151,"Roseau County, Minnesota"
2152,"St. Louis County, Minnesota"
2153,"St. Louis County, Minnesota"
2154,"St. Louis County, Minnesota"
2155,"St. Louis County, Minnesota"
2156,"St. Louis County, Minnesota"
2157,"St. Louis County, Minnesota"
2158,"St. Louis County, Minnesota"
2159,"St. Louis County, Minnesota"
2160,"St. Louis County, Minnesota"
2161,"St. Louis County, Minnesota"
2162,"St. Louis County, Minnesota"
2163,"St. Louis County, Minnesota"
2164,"St. Louis County, Minnesota"
2165,"St. Louis County, Minnesota"
2166,"St. Louis County, Minnesota"
2167,"St. Louis County, Minnesota"
2168,"St. Louis County, Minnesota"
2169,"Todd County, Minnesota"
2170,"Wadena County, Minnesota"
2171,"Washington County, Minnesota"
2172,"Andrew County, Missouri"
2173,"Barry County, Missouri"
2174,"Barry County, Missouri"
2175,"Bollinger County, Missouri"
2176,"Boone County, Missouri"
2177,"Boone County, Missouri"
2178,"Buchanan County, Missouri"
2179,"Callaway County, Missouri"
2180,"Callaway County, Missouri"
2181,"Camden County, Missouri"
2182,"Camden County, Missouri"
2183,"Cape Girardeau County, Missouri"
2184,"Cass County, Missouri"
2185,"Cass County, Missouri"
2186,"Cedar County, Missouri"
2187,"Cedar County, Missouri"
2188,"Chariton County, Missouri"
2189,"Clinton County, Missouri"
2190,"Cooper County, Missouri"
2191,"Crawford County, Missouri"
2192,"Crawford County, Missouri"
2193,"Crawford County, Missouri"
2194,"Crawford County, Missouri"
2195,"Crawford County, Missouri"
2196,"Dade County, Missouri"
2197,"Daviess County, Missouri"
2198,"Dent County, Missouri"
2199,"Dent County, Missouri"
2200,"Douglas County, Missouri"
2201,"Douglas County, Missouri"
2202,"Douglas County, Missouri"
2203,"Douglas County, Missouri"
2204,"Franklin County, Missouri"
2205,"Franklin County, Missouri"
2206,"Franklin County, Missouri"
2207,"Gasconade County, Missouri"
2208,"Gasconade County, Missouri"
2209,"Greene County, Missouri"
2210,"Greene County, Missouri"
2211,"Greene County, Missouri"
2212,"Harrison County, Missouri"
2213,"Henry County, Missouri"
2214,"Howell County, Missouri"
2215,"Iron County, Missouri"
2216,"Iron County, Missouri"
2217,"Jackson County, Missouri"
2218,"Jackson County, Missouri"
2219,"Jackson County, Missouri"
2220,"Jackson County, Missouri"
2221,"Jackson County, Missouri"
2222,"Jackson County, Missouri"
2223,"Jackson County, Missouri"
2224,"Jackson County, Missouri"
2225,"Jasper County, Missouri"
2226,"Jefferson County, Missouri"
2227,"Jefferson County, Missouri"
2228,"Jefferson County, Missouri"
2229,"Jefferson County, Missouri"
2230,"Jefferson County, Missouri"
2231,"Lafayette County, Missouri"
2232,"Lafayette County, Missouri"
2233,"Lawrence County, Missouri"
2234,"Lawrence County, Missouri"
2235,"Lawrence County, Missouri"
2236,"Lawrence County, Missouri"
2237,"Madison County, Missouri"
2238,"Marion County, Missouri"
2239,"McDonald County, Missouri"
2240,"McDonald County, Missouri"
2241,"Mercer County, Missouri"
2242,"Miller County, Missouri"
2243,"Montgomery County, Missouri"
2244,"Morgan County, Missouri"
2245,"Newton County, Missouri"
2246,"Oregon County, Missouri"
2247,"Ozark County, Missouri"
2248,"Ozark County, Missouri"
2249,"Pemiscot County, Missouri"
2250,"Pemiscot County, Missouri"
2251,"Phelps County, Missouri"
2252,"Pike County, Missouri"
2253,"Pike County, Missouri"
2254,"Pike County, Missouri"
2255,"Platte County, Missouri"
2256,"Polk County, Missouri"
2257,"Polk County, Missouri"
2258,"Pulaski County, Missouri"
2259,"Pulaski County, Missouri"
2260,"Pulaski County, Missouri"
2261,"Pulaski County, Missouri"
2262,"Ray County, Missouri"
2263,"Ray County, Missouri"
2264,"Reynolds County, Missouri"
2265,"Reynolds County, Missouri"
2266,"Reynolds County, Missouri"
2267,"Ripley County, Missouri"
2268,"Ripley County, Missouri"
2269,"Scott County, Missouri"
2270,"Scott County, Missouri"
2271,"Shannon County, Missouri"
2272,"St. Charles County, Missouri"
2273,"St. Clair County, Missouri"
2275,"St. Francois County, Missouri"
2276,"St. Louis County, Missouri"
2277,"St. Louis County, Missouri"
2278,"Ste. Genevieve County, Missouri"
2279,"Stoddard County, Missouri"
2280,"Stone County, Missouri"
2281,"Stone County, Missouri"
2282,"Stone County, Missouri"
2283,"Stone County, Missouri"
2284,"Taney County, Missouri"
2285,"Taney County, Missouri"
2286,"Taney County, Missouri"
2287,"Taney County, Missouri"
2288,"Taney County, Missouri"
2289,"Taney County, Missouri"
2290,"Texas County, Missouri"
2291,"Texas County, Missouri"
2292,"Vernon County, Missouri"
2293,"Vernon County, Missouri"
2294,"Vernon County, Missouri"
2295,"Vernon County, Missouri"
2297,"Washington County, Missouri"
2298,"Washington County, Missouri"
2299,"Wayne County, Missouri"
2300,"Wayne County, Missouri"
2302,"Amite County, Mississippi"
2303,"Attala County, Mississippi"
2304,"Bolivar County, Mississippi"
2305,"Clarke County, Mississippi"
2306,"Clarke County, Mississippi"
2307,"Clarke County, Mississippi"
2308,"Clarke County, Mississippi"
2309,"Franklin County, Mississippi"
2310,"George County, Mississippi"
2311,"Hancock County, Mississippi"
2312,"Hinds County, Mississippi"
2313,"Jackson County, Mississippi"
2314,"Lauderdale County, Mississippi"
2315,"Lauderdale County, Mississippi"
2316,"Lauderdale County, Mississippi"
2317,"Lowndes County, Mississippi"
2319,"Panola County, Mississippi"
2320,"Pearl River County, Mississippi"
2321,"Tishomingo County, Mississippi"
2322,"Tishomingo County, Mississippi"
2323,"Beaverhead County, Montana"
2324,"Big Horn County, Montana"
2325,"Broadwater County, Montana"
2326,"Carbon County, Montana"
2327,"Cascade County, Montana"
2328,"Flathead County, Montana"
2329,"Flathead County, Montana"
2330,"Gallatin County, Montana"
2331,"Gallatin County, Montana"
2332,"Glacier County, Montana"
2333,"Glacier County, Montana"
2334,"Granite County, Montana"
2335,"Granite County, Montana"
2336,"Lewis And Clark County, Montana"
2337,"Lewis And Clark County, Montana"
2338,"Lewis And Clark County, Montana"
2339,"Lewis And Clark County, Montana"
2340,"Lewis And Clark County, Montana"
2341,"Lewis And Clark County, Montana"
2342,"Lewis And Clark County, Montana"
2343,"Lewis And Clark County, Montana"
2344,"Lincoln County, Montana"
2345,"Madison County, Montana"
2346,"Meagher County, Montana"
2347,"Meagher County, Montana"
2349,"Missoula County, Montana"
2350,"Missoula County, Montana"
2351,"Missoula County, Montana"
2352,"Missoula County, Montana"
2353,"Missoula County, Montana"
2354,"Missoula County, Montana"
2355,"Missoula County, Montana"
2356,"Missoula County, Montana"
2357,"Park County, Montana"
2358,"Park County, Montana"
2359,"Phillips County, Montana"
2360,"Ravalli County, Montana"
2361,"Ravalli County, Montana"
2362,"Richland County, Montana"
2363,"Roosevelt County, Montana"
2364,"Sanders County, Montana"
2365,"Silver Bow County, Montana"
2366,"Silver Bow County, Montana"
2367,"Alexander County, North Carolina"
2368,"Alexander County, North Carolina"
2369,"Ashe County, North Carolina"
2370,"Ashe County, North Carolina"
2371,"Avery County, North Carolina"
2372,"Avery County, North Carolina"
2373,"Bertie County, North Carolina"
2374,"Buncombe County, North Carolina"
2375,"Buncombe County, North Carolina"
2376,"Burke County, North Carolina"
2377,"Burke County, North Carolina"
2378,"Caldwell County, North Carolina"
2379,"Carteret County, North Carolina"
2381,"Cleveland County, North Carolina"
2382,"Cleveland County, North Carolina"
2383,"Cumberland County, North Carolina"
2384,"Davidson County, North Carolina"
2385,"Davidson County, North Carolina"
2386,"Davidson County, North Carolina"
2387,"Davie County, North Carolina"
2388,"Duplin County, North Carolina"
2389,"Duplin County, North Carolina"
2390,"Greene County, North Carolina"
2391,"Haywood County, North Carolina"
2392,"Henderson County, North Carolina"
2393,"Henderson County, North Carolina"
2394,"Henderson County, North Carolina"
2395,"Hoke County, North Carolina"
2396,"Iredell County, North Carolina"
2397,"Jackson County, North Carolina"
2398,"Johnston County, North Carolina"
2399,"Macon County, North Carolina"
2400,"Macon County, North Carolina"
2401,"Macon County, North Carolina"
2402,"Macon County, North Carolina"
2403,"Macon County, North Carolina"
2404,"Madison County, North Carolina"
2405,"Madison County, North Carolina"
2406,"Mcdowell County, North Carolina"
2407,"Mcdowell County, North Carolina"
2408,"Mitchell County, North Carolina"
2409,"Montgomery County, North Carolina"
2410,"Montgomery County, North Carolina"
2411,"Montgomery County, North Carolina"
2412,"Montgomery County, North Carolina"
2413,"Montgomery County, North Carolina"
2414,"Montgomery County, North Carolina"
2415,"Montgomery County, North Carolina"
2416,"Nash County, North Carolina"
2417,"Nash County, North Carolina"
2418,"Onslow County, North Carolina"
2419,"Onslow County, North Carolina"
2420,"Onslow County, North Carolina"
2421,"Onslow County, North Carolina"
2422,"Onslow County, North Carolina"
2423,"Onslow County, North Carolina"
2424,"Orange County, North Carolina"
2425,"Pasquotank County, North Carolina"
2426,"Pender County, North Carolina"
2427,"Pender County, North Carolina"
2428,"Person County, North Carolina"
2429,"Randolph County, North Carolina"
2430,"Randolph County, North Carolina"
2431,"Richmond County, North Carolina"
2432,"Robeson County, North Carolina"
2433,"Rutherford County, North Carolina"
2434,"Sampson County, North Carolina"
2435,"Stanly County, North Carolina"
2436,"Stokes County, North Carolina"
2437,"Surry County, North Carolina"
2438,"Swain County, North Carolina"
2439,"Swain County, North Carolina"
2440,"Swain County, North Carolina"
2441,"Warren County, North Carolina"
2442,"Wilkes County, North Carolina"
2443,"Yadkin County, North Carolina"
2444,"Yadkin County, North Carolina"
2445,"Yancey County, North Carolina"
2446,"Yancey County, North Carolina"
2448,"McLean County, North Dakota"
2450,"Ward County, North Dakota"
2451,"Cherry County, Nebraska"
2452,"Dakota County, Nebraska"
2453,"Dawes County, Nebraska"
2454,"Dawes County, Nebraska"
2455,"Dawes County, Nebraska"
2456,"Douglas County, Nebraska"
2457,"Gage County, Nebraska"
2458,"Holt County, Nebraska"
2459,"Howard County, Nebraska"
2460,"Knox County, Nebraska"
2461,"Lancaster County, Nebraska"
2462,"Saline County, Nebraska"
2463,"Sarpy County, Nebraska"
2464,"Saunders County, Nebraska"
2465,"Belknap County, New Hampshire"
2466,"Cheshire County, New Hampshire"
2467,"Coos County, New Hampshire"
2468,"Coos County, New Hampshire"
2469,"Grafton County, New Hampshire"
2470,"Grafton County, New Hampshire"
2471,"Hillsborough County, New Hampshire"
2472,"Merrimack County, New Hampshire"
2473,"Merrimack County, New Hampshire"
2474,"Rockingham County, New Hampshire"
2475,"Rockingham County, New Hampshire"
2476,"Burlington County, New Jersey"
2477,"Burlington County, New Jersey"
2478,"Burlington County, New Jersey"
2479,"Burlington County, New Jersey"
2480,"Burlington County, New Jersey"
2481,"Burlington County, New Jersey"
2482,"Burlington County, New Jersey"
2483,"Burlington County, New Jersey"
2484,"Burlington County, New Jersey"
2485,"Burlington County, New Jersey"
2486,"Burlington County, New Jersey"
2487,"Burlington County, New Jersey"
2488,"Burlington County, New Jersey"
2489,"Camden County, New Jersey"
2490,"Cape May County, New Jersey"
2491,"Cape May County, New Jersey"
2492,"Essex County, New Jersey"
2493,"Essex County, New Jersey"
2494,"Essex County, New Jersey"
2495,"Hunterdon County, New Jersey"
2496,"Hunterdon County, New Jersey"
2497,"Mercer County, New Jersey"
2498,"Middlesex County, New Jersey"
2499,"Middlesex County, New Jersey"
2500,"Monmouth County, New Jersey"
2501,"Morris County, New Jersey"
2502,"Morris County, New Jersey"
2503,"Morris County, New Jersey"
2504,"Morris County, New Jersey"
2505,"Morris County, New Jersey"
2506,"Morris County, New Jersey"
2507,"Ocean County, New Jersey"
2508,"Ocean County, New Jersey"
2509,"Ocean County, New Jersey"
2510,"Ocean County, New Jersey"
2511,"Ocean County, New Jersey"
2512,"Ocean County, New Jersey"
2513,"Passaic County, New Jersey"
2514,"Passaic County, New Jersey"
2515,"Passaic County, New Jersey"
2516,"Salem County, New Jersey"
2517,"Somerset County, New Jersey"
2518,"Sussex County, New Jersey"
2519,"Sussex County, New Jersey"
2520,"Sussex County, New Jersey"
2521,"Sussex County, New Jersey"
2522,"Sussex County, New Jersey"
2523,"Sussex County, New Jersey"
2524,"Sussex County, New Jersey"
2525,"Sussex County, New Jersey"
2526,"Sussex County, New Jersey"
2527,"Sussex County, New Jersey"
2528,"Sussex County, New Jersey"
2529,"Sussex County, New Jersey"
2530,"Warren County, New Jersey"
2531,"Warren County, New Jersey"
2532,"Warren County, New Jersey"
2533,"Warren County, New Jersey"
2534,"Warren County, New Jersey"
2535,"Colfax County, New Mexico"
2536,"Dona Ana County, New Mexico"
2537,"Lincoln County, New Mexico"
2538,"Los Alamos County, New Mexico"
2539,"McKinley County, New Mexico"
2540,"McKinley County, New Mexico"
2541,"McKinley County, New Mexico"
2542,"McKinley County, New Mexico"
2543,"Otero County, New Mexico"
2544,"Otero County, New Mexico"
2545,"Otero County, New Mexico"
2546,"Otero County, New Mexico"
2547,"Otero County, New Mexico"
2548,"Otero County, New Mexico"
2549,"Otero County, New Mexico"
2550,"Otero County, New Mexico"
2551,"Otero County, New Mexico"
2552,"Otero County, New Mexico"
2553,"Rio Arriba County, New Mexico"
2554,"Rio Arriba County, New Mexico"
2555,"Rio Arriba County, New Mexico"
2556,"Rio Arriba County, New Mexico"
2557,"Rio Arriba County, New Mexico"
2558,"Rio Arriba County, New Mexico"
2559,"Rio Arriba County, New Mexico"
2560,"Rio Arriba County, New Mexico"
2561,"San Juan County, New Mexico"
2562,"San Juan County, New Mexico"
2563,"San Juan County, New Mexico"
2564,"San Juan County, New Mexico"
2565,"San Juan County, New Mexico"
2566,"San Juan County, New Mexico"
2567,"San Juan County, New Mexico"
2568,"San Juan County, New Mexico"
2569,"San Miguel County, New Mexico"
2570,"Sandoval County, New Mexico"
2571,"Taos County, New Mexico"
2572,"Taos County, New Mexico"
2573,"Taos County, New Mexico"
2574,"Taos County, New Mexico"
2575,"Douglas County, Nevada"
2576,"Esmeralda County, Nevada"
2577,"Humboldt County, Nevada"
2579,"Storey County, Nevada"
2580,"Washoe County, Nevada"
2581,"Washoe County, Nevada"
2582,"Washoe County, Nevada"
2583,"Albany County, New York"
2584,"Allegany County, New York"
2585,"Allegany County, New York"
2586,"Broome County, New York"
2587,"Broome County, New York"
2588,"Cattaraugus County, New York"
2589,"Cattaraugus County, New York"
2590,"Cattaraugus County, New York"
2591,"Chautauqua County, New York"
2592,"Chemung County, New York"
2593,"Chemung County, New York"
2594,"Chemung County, New York"
2595,"Chemung County, New York"
2596,"Chenango County, New York"
2597,"Chenango County, New York"
2598,"Clinton County, New York"
2599,"Clinton County, New York"
2600,"Columbia County, New York"
2601,"Cortland County, New York"
2602,"Delaware County, New York"
2603,"Delaware County, New York"
2604,"Delaware County, New York"
2605,"Dutchess County, New York"
2606,"Dutchess County, New York"
2607,"Dutchess County, New York"
2608,"Dutchess County, New York"
2609,"Erie County, New York"
2610,"Essex County, New York"
2611,"Essex County, New York"
2612,"Essex County, New York"
2613,"Essex County, New York"
2614,"Essex County, New York"
2615,"Essex County, New York"
2616,"Essex County, New York"
2617,"Fulton County, New York"
2618,"Fulton County, New York"
2619,"Fulton County, New York"
2620,"Hamilton County, New York"
2621,"Hamilton County, New York"
2622,"Hamilton County, New York"
2623,"Hamilton County, New York"
2624,"Hamilton County, New York"
2626,"Lewis County, New York"
2627,"Madison County, New York"
2628,"Monroe County, New York"
2629,"Monroe County, New York"
2630,"Niagara County, New York"
2631,"Oneida County, New York"
2632,"Ontario County, New York"
2633,"Orange County, New York"
2634,"Orleans County, New York"
2635,"Orleans County, New York"
2636,"Orleans County, New York"
2637,"Orleans County, New York"
2638,"Orleans County, New York"
2639,"Oswego County, New York"
2640,"Oswego County, New York"
2641,"Otsego County, New York"
2642,"Otsego County, New York"
2643,"Otsego County, New York"
2645,"Putnam County, New York"
2646,"Rensselaer County, New York"
2647,"Rensselaer County, New York"
2648,"Rensselaer County, New York"
2649,"Rockland County, New York"
2650,"Rockland County, New York"
2651,"Rockland County, New York"
2652,"St. Lawrence County, New York"
2653,"St. Lawrence County, New York"
2655,"Steuben County, New York"
2656,"Steuben County, New York"
2657,"Steuben County, New York"
2658,"Steuben County, New York"
2660,"Tioga County, New York"
2661,"Tioga County, New York"
2662,"Ulster County, New York"
2663,"Ulster County, New York"
2664,"Warren County, New York"
2665,"Warren County, New York"
2666,"Warren County, New York"
2667,"Warren County, New York"
2668,"Warren County, New York"
2669,"Warren County, New York"
2670,"Warren County, New York"
2671,"Warren County, New York"
2672,"Warren County, New York"
2673,"Warren County, New York"
2674,"Warren County, New York"
2675,"Warren County, New York"
2676,"Washington County, New York"
2677,"Washington County, New York"
2678,"Washington County, New York"
2679,"Washington County, New York"
2680,"Washington County, New York"
2681,"Washington County, New York"
2682,"Wayne County, New York"
2683,"Adams County, Ohio"
2684,"Adams County, Ohio"
2685,"Adams County, Ohio"
2686,"Adams County, Ohio"
2687,"Adams County, Ohio"
2688,"Adams County, Ohio"
2689,"Allen County, Ohio"
2690,"Allen County, Ohio"
2691,"Ashland County, Ohio"
2692,"Ashland County, Ohio"
2693,"Ashland County, Ohio"
2694,"Ashland County, Ohio"
2695,"Ashland County, Ohio"
2696,"Ashtabula County, Ohio"
2697,"Ashtabula County, Ohio"
2698,"Ashtabula County, Ohio"
2699,"Ashtabula County, Ohio"
2700,"Ashtabula County, Ohio"
2701,"Ashtabula County, Ohio"
2702,"Ashtabula County, Ohio"
2703,"Ashtabula County, Ohio"
2704,"Athens County, Ohio"
2705,"Athens County, Ohio"
2706,"Athens County, Ohio"
2707,"Athens County, Ohio"
2708,"Athens County, Ohio"
2709,"Auglaize County, Ohio"
2710,"Belmont County, Ohio"
2711,"Belmont County, Ohio"
2712,"Brown County, Ohio"
2713,"Brown County, Ohio"
2714,"Butler County, Ohio"
2715,"Butler County, Ohio"
2716,"Butler County, Ohio"
2717,"Carroll County, Ohio"
2718,"Carroll County, Ohio"
2719,"Carroll County, Ohio"
2720,"Champaign County, Ohio"
2721,"Champaign County, Ohio"
2722,"Clark County, Ohio"
2723,"Clark County, Ohio"
2724,"Clark County, Ohio"
2725,"Clark County, Ohio"
2726,"Clark County, Ohio"
2727,"Clermont County, Ohio"
2728,"Clermont County, Ohio"
2729,"Clermont County, Ohio"
2730,"Columbiana County, Ohio"
2731,"Columbiana County, Ohio"
2732,"Columbiana County, Ohio"
2733,"Columbiana County, Ohio"
2734,"Columbiana County, Ohio"
2735,"Columbiana County, Ohio"
2736,"Columbiana County, Ohio"
2737,"Columbiana County, Ohio"
2738,"Columbiana County, Ohio"
2739,"Columbiana County, Ohio"
2740,"Coshocton County, Ohio"
2741,"Coshocton County, Ohio"
2742,"Coshocton County, Ohio"
2743,"Coshocton County, Ohio"
2744,"Cuyahoga County, Ohio"
2745,"Defiance County, Ohio"
2746,"Defiance County, Ohio"
2747,"Delaware County, Ohio"
2748,"Delaware County, Ohio"
2749,"Erie County, Ohio"
2750,"Erie County, Ohio"
2751,"Fairfield County, Ohio"
2752,"Fairfield County, Ohio"
2753,"Fairfield County, Ohio"
2754,"Franklin County, Ohio"
2755,"Franklin County, Ohio"
2756,"Gallia County, Ohio"
2757,"Gallia County, Ohio"
2758,"Gallia County, Ohio"
2759,"Geauga County, Ohio"
2760,"Geauga County, Ohio"
2761,"Geauga County, Ohio"
2762,"Geauga County, Ohio"
2763,"Geauga County, Ohio"
2764,"Geauga County, Ohio"
2765,"Geauga County, Ohio"
2766,"Geauga County, Ohio"
2767,"Geauga County, Ohio"
2768,"Greene County, Ohio"
2769,"Greene County, Ohio"
2770,"Guernsey County, Ohio"
2771,"Guernsey County, Ohio"
2772,"Guernsey County, Ohio"
2773,"Guernsey County, Ohio"
2774,"Guernsey County, Ohio"
2775,"Guernsey County, Ohio"
2776,"Guernsey County, Ohio"
2777,"Guernsey County, Ohio"
2779,"Guernsey County, Ohio"
2780,"Guernsey County, Ohio"
2781,"Guernsey County, Ohio"
2782,"Hancock County, Ohio"
2783,"Hardin County, Ohio"
2784,"Hardin County, Ohio"
2785,"Harrison County, Ohio"
2786,"Harrison County, Ohio"
